,Medicine,Physical Exercise,Ext Temperature,Color MCGDM,Weight MCGDM,Color FCS,MV FCS
207,5,114,6,Red,0.3438397409142977,Orange,0.6000000000000001
208,5,114,8,Red,0.3438397409142977,Orange,0.6000000000000001
209,5,114,10,Red,0.3438397409142977,Orange,0.6000000000000001
210,10,18,16,Red,0.3572935036856673,Orange,0.3333333333333333
211,10,18,18,Red,0.35376487102437243,Orange,0.4000000000000001
212,10,18,20,Red,0.3499641556227075,Orange,0.4857142857142859
213,10,18,22,Red,0.3508273377099593,Orange,0.4666666666666667
214,10,18,24,Red,0.3515178575842904,Orange,0.4545454545454546
215,10,18,26,Red,0.3515178575842904,Orange,0.4545454545454546
216,10,18,28,Red,0.3516617161372673,Orange,0.4400000000000001
217,10,18,30,Red,0.3499641556227075,Orange,0.4857142857142859
218,10,18,32,Red,0.3499641556227075,Orange,0.4857142857142859
219,10,18,34,Red,0.3499641556227075,Orange,0.4857142857142859
220,10,18,36,Red,0.3499641556227075,Orange,0.4857142857142859
221,10,18,38,Red,0.3499641556227075,Orange,0.4857142857142859
222,10,24,14,Red,0.3506974190024297,Orange,0.36000000000000004
223,10,24,16,Red,0.34747817973365985,Orange,0.4400000000000001
224,10,24,18,Red,0.3442153851362674,Orange,0.5200000000000001
